Year,Country,Gov,BC,PI,RPE,PR,CL,Urban,Fertility
2010,Sierra Leone,6.2,0.0,0.0,0.5728,3.4,3.4,37.6908,5.6396
2000,Singapore,-4.0,0.0,0.0,0.6378,4.8,4.8,100.0,1.5779999999999998
2005,Singapore,-4.0,0.0,0.0,0.5197999999999999,5.0,5.0,100.0,1.3820000000000001
2010,Singapore,-2.0,0.0,41.666666666666664,0.44539999999999996,5.0,5.0,100.0,1.266
2000,Slovenia,10.0,0.6,0.0,1.2488,1.0,1.0,50.675,1.252
2005,Slovenia,10.0,0.0,0.0,1.1938,1.0,1.0,50.9562,1.226
2010,Slovenia,10.0,0.0,41.666666666666664,1.1348,1.0,1.0,51.9832,1.402
2000,Solomon Islands,8.0,0.0,1487.4,1.156,1.0,1.0,15.078,5.0144
2005,Solomon Islands,-57.8,0.0,1487.4,0.9388,3.4,3.4,16.605,4.6328000000000005
2010,Solomon Islands,8.0,0.0,0.0,1.5854,3.8,3.8,18.7024,4.4396
2000,Somalia,-77.0,2.2,275.0,0.41459999999999997,7.0,7.0,32.1492,7.6286000000000005
2005,Somalia,-77.0,1.2,3674.8,0.40359999999999996,6.0,6.0,34.2282,7.5678
2010,Somalia,-77.0,2.6,2588.6666666666665,0.286,6.8,6.8,36.294200000000004,7.4178
2000,South Africa,9.0,0.0,75.0,1.671,1.0,1.0,55.4486,2.8172
2005,South Africa,9.0,0.0,75.0,1.582,1.0,1.0,57.919200000000004,2.3808
2010,South Africa,9.0,0.0,648.6666666666666,1.6388000000000003,1.8,1.8,60.614,2.557
2000,Spain,10.0,0.0,3624.8,1.11,1.0,1.0,76.0188,1.15
2005,Spain,10.0,0.0,1325.0,1.108,1.0,1.0,76.5876,1.262
2010,Spain,10.0,0.0,2213.0,1.103,1.0,1.0,77.73819999999999,1.3800000000000001
2000,Sri Lanka,5.0,0.0,3325.0,1.0142,3.2,3.2,18.4268,2.1938
2005,Sri Lanka,5.4,0.0,2124.8,0.8492000000000001,3.0,3.0,18.3494,2.254
2010,Sri Lanka,5.6,0.0,104.0,0.8452,3.8,3.8,18.272399999999998,2.2906
2000,Sudan,-6.8,12.8,2875.0,0.4593999999999999,7.0,7.0,32.337,5.6084000000000005
2005,Sudan,-6.0,10.4,3212.4,0.32839999999999997,7.0,7.0,32.601,5.2442
2010,Sudan,-3.0,12.6,1250.0,0.32199999999999995,7.0,7.0,32.8702,5.054399999999999
2000,Suriname,5.0,0.0,0.0,0.9696,3.0,3.0,66.2234,2.994
2005,Suriname,5.0,0.0,0.0,1.1522000000000001,1.0,1.0,66.5906,2.839
2010,Suriname,5.0,0.0,0.0,0.969,2.0,2.0,66.547,2.689
2000,Sweden,10.0,0.0,125.0,1.512,1.0,1.0,83.92960000000001,1.5699999999999998
2005,Sweden,10.0,0.0,25.0,1.4036000000000002,1.0,1.0,84.1368,1.6440000000000001
2010,Sweden,10.0,0.0,0.0,1.3046,1.0,1.0,84.59700000000001,1.8699999999999999
2000,Switzerland,10.0,0.0,50.0,0.7922,1.0,1.0,73.546,1.482
2005,Switzerland,10.0,0.0,0.0,0.7978,1.0,1.0,73.4076,1.416
2010,Switzerland,10.0,0.0,0.3333333333333333,0.7494,1.0,1.0,73.5298,1.46
2000,Tajikistan,-3.8,8.6,62.4,0.7304,6.4,6.4,27.8122,4.3648
2005,Tajikistan,-1.8,5.2,0.0,0.9625999999999999,6.0,6.0,26.5048,3.7584000000000004
2010,Tajikistan,-3.0,3.0,837.3333333333334,1.2006000000000001,6.0,6.0,26.514,3.4015999999999997
2000,Tanzania,-1.0,10.8,174.8,0.8757999999999999,4.8,4.8,21.241,5.8148
2005,Tanzania,-1.0,8.0,149.8,0.7666000000000001,4.0,4.0,23.1722,5.6372
2010,Tanzania,-1.0,3.6,105.33333333333333,0.7276,4.0,4.0,26.1318,5.488
2000,Thailand,9.0,5.2,712.4,1.1300000000000001,2.6,2.6,30.6222,1.8206
2005,Thailand,9.0,4.0,2074.8,0.9452,2.0,2.0,33.7556,1.5802
2010,Thailand,2.2,4.0,1062.3333333333333,0.9686,5.2,5.2,39.963800000000006,1.576
2000,Togo,-2.0,0.0,0.0,0.7162,5.8,5.8,31.579199999999997,5.4698
2005,Togo,-2.0,0.0,1174.8,0.7888,5.6,5.6,33.8122,5.1826
2010,Togo,-4.0,0.0,104.0,1.0128,5.4,5.4,36.119,5.0649999999999995
2000,Trinidad and Tobago,9.0,0.0,162.4,1.075,1.0,1.0,55.40599999999999,1.8424
2005,Trinidad and Tobago,9.0,0.0,0.0,1.0282,2.8,2.8,55.5302,1.7246
2010,Trinidad and Tobago,9.0,0.0,1.0,1.029,2.2,2.2,54.5902,1.6968
2000,Tunisia,-3.0,4.0,0.0,1.4608,6.0,6.0,62.260400000000004,2.371
2005,Tunisia,-3.6,4.0,0.0,1.445,6.0,6.0,64.19739999999999,1.9940000000000002
2010,Tunisia,-4.0,0.0,612.3333333333334,1.1764,6.6,6.6,65.8078,2.0008
2000,Turkmenistan,-9.0,7.0,62.4,0.6112,7.0,7.0,45.2414,3.2306
2005,Turkmenistan,-9.0,5.2,0.0,0.3512,7.0,7.0,46.3622,2.7376
2010,Turkmenistan,-9.0,3.0,0.0,0.99125,7.0,7.0,47.596199999999996,2.696
2000,Uganda,-4.0,14.8,499.8,0.7852,4.4,4.4,13.603399999999999,6.8957999999999995
2005,Uganda,-4.0,12.0,2562.4,0.8320000000000001,5.6,5.6,15.636199999999999,6.755199999999999
2010,Uganda,-1.0,12.0,1218.6666666666667,0.8126,5.0,5.0,17.909200000000002,6.3713999999999995
2000,Ukraine,7.0,3.0,412.4,1.6992,3.0,3.0,67.0286,1.2686
2005,Ukraine,6.0,4.0,150.0,1.2578,4.0,4.0,67.327,1.1358000000000001
2010,Ukraine,6.8,2.2,209.66666666666666,1.4346,3.0,3.0,68.1466,1.3598000000000001
2000,United Kingdom,10.0,0.0,462.4,0.999,1.0,1.0,78.4722,1.7100000000000002
2005,United Kingdom,10.0,0.0,112.4,1.0164,1.0,1.0,79.08340000000001,1.67
2010,United Kingdom,10.0,0.0,635.6666666666666,0.994,1.0,1.0,80.4762,1.848
2000,United States,10.0,0.6,200.0,0.8939999999999999,1.0,1.0,78.00399999999999,1.9863
2005,United States,10.0,0.0,300.0,0.8196,1.0,1.0,79.408,2.0412
2010,United States,10.0,2.4,2409.6666666666665,0.7804,1.0,1.0,80.268,2.0718
2000,Uruguay,10.0,0.0,0.0,1.2126,1.2,1.2,91.1434,2.315
2005,Uruguay,10.0,0.0,125.0,1.1648,1.0,1.0,92.56120000000001,2.1266
2010,Uruguay,10.0,0.0,0.0,1.2378,1.0,1.0,93.7716,2.0526
2000,Uzbekistan,-9.0,9.4,1275.0,2.6944000000000004,7.0,7.0,44.686400000000006,3.1066
2005,Uzbekistan,-9.0,5.2,525.0,2.1162,7.0,7.0,47.089,2.476
2010,Uzbekistan,-9.0,3.0,0.0,1.7420000000000002,7.0,7.0,49.5048,2.4942
2000,Zambia,2.0,11.8,162.4,0.9774,4.6,4.6,36.178399999999996,6.115399999999999
2005,Zambia,4.2,9.6,0.0,1.0532,4.4,4.4,35.532,5.8042
2010,Zambia,5.8,5.2,0.0,0.7958000000000001,3.2,3.2,37.8838,5.5988
2000,Zimbabwe,-5.4,1.2,487.2,1.9091999999999998,5.2,5.2,32.5368,4.0734
2005,Zimbabwe,-3.8,0.0,287.4,1.5826,6.2,6.2,34.2572,3.8748000000000005
2010,Zimbabwe,-3.0,0.0,0.6666666666666666,0.5556,6.8,6.8,33.7434,3.7312
